,id,country,league,season,stage,winner
19636,19637,Portugal,Portugal Liga ZON Sagres,2015/2016,34,9807
19637,19638,Portugal,Portugal Liga ZON Sagres,2015/2016,34,9772
19638,19639,Portugal,Portugal Liga ZON Sagres,2015/2016,34,9768
19639,19640,Portugal,Portugal Liga ZON Sagres,2015/2016,4,9773
19640,19641,Portugal,Portugal Liga ZON Sagres,2015/2016,4,6403
19641,19642,Portugal,Portugal Liga ZON Sagres,2015/2016,4,7844
19642,19643,Portugal,Portugal Liga ZON Sagres,2015/2016,4,10212
19644,19645,Portugal,Portugal Liga ZON Sagres,2015/2016,4,9768
19645,19646,Portugal,Portugal Liga ZON Sagres,2015/2016,4,10214
19646,19647,Portugal,Portugal Liga ZON Sagres,2015/2016,4,9772
19647,19648,Portugal,Portugal Liga ZON Sagres,2015/2016,4,7842
19648,19649,Portugal,Portugal Liga ZON Sagres,2015/2016,5,8613
19649,19650,Portugal,Portugal Liga ZON Sagres,2015/2016,5,9807
19650,19651,Portugal,Portugal Liga ZON Sagres,2015/2016,5,10264
19651,19652,Portugal,Portugal Liga ZON Sagres,2015/2016,5,7841
19653,19654,Portugal,Portugal Liga ZON Sagres,2015/2016,5,9773
19654,19655,Portugal,Portugal Liga ZON Sagres,2015/2016,5,7842
19656,19657,Portugal,Portugal Liga ZON Sagres,2015/2016,5,9768
19658,19659,Portugal,Portugal Liga ZON Sagres,2015/2016,6,9772
19660,19661,Portugal,Portugal Liga ZON Sagres,2015/2016,6,7842
19661,19662,Portugal,Portugal Liga ZON Sagres,2015/2016,6,10212
19664,19665,Portugal,Portugal Liga ZON Sagres,2015/2016,6,7841
19665,19666,Portugal,Portugal Liga ZON Sagres,2015/2016,6,10264
19666,19667,Portugal,Portugal Liga ZON Sagres,2015/2016,7,10215
19667,19668,Portugal,Portugal Liga ZON Sagres,2015/2016,7,6403
19669,19670,Portugal,Portugal Liga ZON Sagres,2015/2016,7,9773
19671,19672,Portugal,Portugal Liga ZON Sagres,2015/2016,7,7841
19672,19673,Portugal,Portugal Liga ZON Sagres,2015/2016,7,10238
19673,19674,Portugal,Portugal Liga ZON Sagres,2015/2016,7,9768
19676,19677,Portugal,Portugal Liga ZON Sagres,2015/2016,8,9807
19677,19678,Portugal,Portugal Liga ZON Sagres,2015/2016,8,9768
19679,19680,Portugal,Portugal Liga ZON Sagres,2015/2016,8,10238
19683,19684,Portugal,Portugal Liga ZON Sagres,2015/2016,8,6403
19685,19686,Portugal,Portugal Liga ZON Sagres,2015/2016,9,10212
19686,19687,Portugal,Portugal Liga ZON Sagres,2015/2016,9,7844
19688,19689,Portugal,Portugal Liga ZON Sagres,2015/2016,9,10264
19689,19690,Portugal,Portugal Liga ZON Sagres,2015/2016,9,9772
19690,19691,Portugal,Portugal Liga ZON Sagres,2015/2016,9,9768
19691,19692,Portugal,Portugal Liga ZON Sagres,2015/2016,9,7841
19692,19693,Portugal,Portugal Liga ZON Sagres,2015/2016,9,9773
19693,19694,Scotland,Scotland Premier League,2008/2009,1,8548
19694,19695,Scotland,Scotland Premier League,2008/2009,1,9860
19695,19696,Scotland,Scotland Premier League,2008/2009,1,8597
19696,19697,Scotland,Scotland Premier League,2008/2009,1,8066
19697,19698,Scotland,Scotland Premier League,2008/2009,1,9925
19698,19699,Scotland,Scotland Premier League,2008/2009,1,8429
19699,19700,Scotland,Scotland Premier League,2008/2009,10,9925
19700,19701,Scotland,Scotland Premier League,2008/2009,10,9938
19702,19703,Scotland,Scotland Premier League,2008/2009,10,8596
19703,19704,Scotland,Scotland Premier League,2008/2009,10,9927
19704,19705,Scotland,Scotland Premier League,2008/2009,10,8548
19705,19706,Scotland,Scotland Premier League,2008/2009,11,8548
19706,19707,Scotland,Scotland Premier League,2008/2009,11,9927
19707,19708,Scotland,Scotland Premier League,2008/2009,11,9925
19708,19709,Scotland,Scotland Premier League,2008/2009,11,8485
19711,19712,Scotland,Scotland Premier League,2008/2009,12,9925
19712,19713,Scotland,Scotland Premier League,2008/2009,12,9938
19713,19714,Scotland,Scotland Premier League,2008/2009,12,8066
19714,19715,Scotland,Scotland Premier League,2008/2009,12,8548
19715,19716,Scotland,Scotland Premier League,2008/2009,12,9860
19717,19718,Scotland,Scotland Premier League,2008/2009,13,9925
19718,19719,Scotland,Scotland Premier League,2008/2009,13,9938
19720,19721,Scotland,Scotland Premier League,2008/2009,13,9860
19721,19722,Scotland,Scotland Premier League,2008/2009,13,8485
19723,19724,Scotland,Scotland Premier League,2008/2009,14,8548
19725,19726,Scotland,Scotland Premier League,2008/2009,14,8597
19726,19727,Scotland,Scotland Premier League,2008/2009,14,9860
19727,19728,Scotland,Scotland Premier League,2008/2009,14,8596
19728,19729,Scotland,Scotland Premier League,2008/2009,14,9925
19729,19730,Scotland,Scotland Premier League,2008/2009,15,8548
19731,19732,Scotland,Scotland Premier League,2008/2009,15,10251
19732,19733,Scotland,Scotland Premier League,2008/2009,15,9860
19733,19734,Scotland,Scotland Premier League,2008/2009,15,8066
19734,19735,Scotland,Scotland Premier League,2008/2009,15,9925
19735,19736,Scotland,Scotland Premier League,2008/2009,16,9925
19736,19737,Scotland,Scotland Premier League,2008/2009,16,9860
19737,19738,Scotland,Scotland Premier League,2008/2009,16,8485
19738,19739,Scotland,Scotland Premier League,2008/2009,16,9938
19740,19741,Scotland,Scotland Premier League,2008/2009,16,8429
19741,19742,Scotland,Scotland Premier League,2008/2009,17,8548
19742,19743,Scotland,Scotland Premier League,2008/2009,17,9927
19743,19744,Scotland,Scotland Premier League,2008/2009,17,10251
19744,19745,Scotland,Scotland Premier League,2008/2009,17,8485
19745,19746,Scotland,Scotland Premier League,2008/2009,17,9938
19746,19747,Scotland,Scotland Premier League,2008/2009,17,9800
19749,19750,Scotland,Scotland Premier League,2008/2009,18,8597
19750,19751,Scotland,Scotland Premier League,2008/2009,18,10251
19751,19752,Scotland,Scotland Premier League,2008/2009,18,8485
19752,19753,Scotland,Scotland Premier League,2008/2009,18,9800
19753,19754,Scotland,Scotland Premier League,2008/2009,19,8548
19755,19756,Scotland,Scotland Premier League,2008/2009,19,9800
19756,19757,Scotland,Scotland Premier League,2008/2009,19,8485
19757,19758,Scotland,Scotland Premier League,2008/2009,19,9925
19758,19759,Scotland,Scotland Premier League,2008/2009,19,8429
19759,19760,Scotland,Scotland Premier League,2008/2009,2,8548
19761,19762,Scotland,Scotland Premier League,2008/2009,2,8485
19762,19763,Scotland,Scotland Premier League,2008/2009,2,10251
19763,19764,Scotland,Scotland Premier League,2008/2009,2,8429
19765,19766,Scotland,Scotland Premier League,2008/2009,20,9925
19766,19767,Scotland,Scotland Premier League,2008/2009,20,9938
19767,19768,Scotland,Scotland Premier League,2008/2009,20,9927
19768,19769,Scotland,Scotland Premier League,2008/2009,20,8597
19769,19770,Scotland,Scotland Premier League,2008/2009,20,8485
19770,19771,Scotland,Scotland Premier League,2008/2009,20,9800
19773,19774,Scotland,Scotland Premier League,2008/2009,21,8548
19776,19777,Scotland,Scotland Premier League,2008/2009,21,8429
19777,19778,Scotland,Scotland Premier League,2008/2009,22,8548
19778,19779,Scotland,Scotland Premier League,2008/2009,22,9927
19779,19780,Scotland,Scotland Premier League,2008/2009,22,10251
19780,19781,Scotland,Scotland Premier League,2008/2009,22,9860
19781,19782,Scotland,Scotland Premier League,2008/2009,22,8485
19782,19783,Scotland,Scotland Premier League,2008/2009,22,8429
19783,19784,Scotland,Scotland Premier League,2008/2009,23,9925
19784,19785,Scotland,Scotland Premier League,2008/2009,23,9938
19786,19787,Scotland,Scotland Premier League,2008/2009,23,9860
19787,19788,Scotland,Scotland Premier League,2008/2009,23,8429
19789,19790,Scotland,Scotland Premier League,2008/2009,24,8548
19793,19794,Scotland,Scotland Premier League,2008/2009,24,8596
19794,19795,Scotland,Scotland Premier League,2008/2009,24,8429
19797,19798,Scotland,Scotland Premier League,2008/2009,25,9927
19798,19799,Scotland,Scotland Premier League,2008/2009,25,9860
19801,19802,Scotland,Scotland Premier League,2008/2009,26,8548
19805,19806,Scotland,Scotland Premier League,2008/2009,26,8066
19806,19807,Scotland,Scotland Premier League,2008/2009,26,8429
19807,19808,Scotland,Scotland Premier League,2008/2009,27,9925
19808,19809,Scotland,Scotland Premier League,2008/2009,27,9860
19811,19812,Scotland,Scotland Premier League,2008/2009,27,9927
19812,19813,Scotland,Scotland Premier League,2008/2009,27,8548
19813,19814,Scotland,Scotland Premier League,2008/2009,28,8066
19814,19815,Scotland,Scotland Premier League,2008/2009,28,9860
19815,19816,Scotland,Scotland Premier League,2008/2009,28,9925
19817,19818,Scotland,Scotland Premier League,2008/2009,28,9938
19818,19819,Scotland,Scotland Premier League,2008/2009,28,10251
19819,19820,Scotland,Scotland Premier League,2008/2009,29,9925
19820,19821,Scotland,Scotland Premier League,2008/2009,29,9927
19821,19822,Scotland,Scotland Premier League,2008/2009,29,10251
19822,19823,Scotland,Scotland Premier League,2008/2009,29,8485
19823,19824,Scotland,Scotland Premier League,2008/2009,29,8066
19824,19825,Scotland,Scotland Premier League,2008/2009,29,8548
19825,19826,Scotland,Scotland Premier League,2008/2009,3,9925
19827,19828,Scotland,Scotland Premier League,2008/2009,3,9860
19828,19829,Scotland,Scotland Premier League,2008/2009,3,8597
19835,19836,Scotland,Scotland Premier League,2008/2009,30,8596
19837,19838,Scotland,Scotland Premier League,2008/2009,31,9925
19840,19841,Scotland,Scotland Premier League,2008/2009,31,9860
19841,19842,Scotland,Scotland Premier League,2008/2009,31,8066
19842,19843,Scotland,Scotland Premier League,2008/2009,31,8548
19843,19844,Scotland,Scotland Premier League,2008/2009,32,8548
19845,19846,Scotland,Scotland Premier League,2008/2009,32,8597
19846,19847,Scotland,Scotland Premier League,2008/2009,32,8485
19848,19849,Scotland,Scotland Premier League,2008/2009,32,9938
19849,19850,Scotland,Scotland Premier League,2008/2009,33,9925
19851,19852,Scotland,Scotland Premier League,2008/2009,33,9800
19852,19853,Scotland,Scotland Premier League,2008/2009,33,8548
19855,19856,Scotland,Scotland Premier League,2008/2009,34,9925
19856,19857,Scotland,Scotland Premier League,2008/2009,34,8596
19857,19858,Scotland,Scotland Premier League,2008/2009,34,8429
19858,19859,Scotland,Scotland Premier League,2008/2009,34,9938
19859,19860,Scotland,Scotland Premier League,2008/2009,34,8066
19860,19861,Scotland,Scotland Premier League,2008/2009,34,8548
19861,19862,Scotland,Scotland Premier League,2008/2009,35,10251
19862,19863,Scotland,Scotland Premier League,2008/2009,35,8548
19865,19866,Scotland,Scotland Premier League,2008/2009,35,9927
19867,19868,Scotland,Scotland Premier League,2008/2009,36,9925
19868,19869,Scotland,Scotland Premier League,2008/2009,36,8597
19870,19871,Scotland,Scotland Premier League,2008/2009,36,8596
19873,19874,Scotland,Scotland Premier League,2008/2009,37,8548
19874,19875,Scotland,Scotland Premier League,2008/2009,37,8597
19875,19876,Scotland,Scotland Premier League,2008/2009,37,9860
19876,19877,Scotland,Scotland Premier League,2008/2009,37,9927
19877,19878,Scotland,Scotland Premier League,2008/2009,37,9800
19879,19880,Scotland,Scotland Premier League,2008/2009,38,8597
19880,19881,Scotland,Scotland Premier League,2008/2009,38,8429
19881,19882,Scotland,Scotland Premier League,2008/2009,38,8596
19882,19883,Scotland,Scotland Premier League,2008/2009,38,8485
19884,19885,Scotland,Scotland Premier League,2008/2009,38,8548
19885,19886,Scotland,Scotland Premier League,2008/2009,4,8548
19886,19887,Scotland,Scotland Premier League,2008/2009,4,8597
19887,19888,Scotland,Scotland Premier League,2008/2009,4,9927
19888,19889,Scotland,Scotland Premier League,2008/2009,4,8485
19889,19890,Scotland,Scotland Premier League,2008/2009,4,8066
19890,19891,Scotland,Scotland Premier League,2008/2009,4,9860
19891,19892,Scotland,Scotland Premier League,2008/2009,5,8548
19892,19893,Scotland,Scotland Premier League,2008/2009,5,9925
19893,19894,Scotland,Scotland Premier League,2008/2009,5,10251
19894,19895,Scotland,Scotland Premier League,2008/2009,5,8429
19895,19896,Scotland,Scotland Premier League,2008/2009,5,9800
19896,19897,Scotland,Scotland Premier League,2008/2009,5,8596
19897,19898,Scotland,Scotland Premier League,2008/2009,6,9860
19898,19899,Scotland,Scotland Premier League,2008/2009,6,9925
19899,19900,Scotland,Scotland Premier League,2008/2009,6,9938
19901,19902,Scotland,Scotland Premier League,2008/2009,6,10251
19902,19903,Scotland,Scotland Premier League,2008/2009,6,8548
19903,19904,Scotland,Scotland Premier League,2008/2009,7,9925
19904,19905,Scotland,Scotland Premier League,2008/2009,7,9938
19905,19906,Scotland,Scotland Premier League,2008/2009,7,9927
19906,19907,Scotland,Scotland Premier League,2008/2009,7,8548
19907,19908,Scotland,Scotland Premier League,2008/2009,7,8066
19908,19909,Scotland,Scotland Premier League,2008/2009,7,8596
19909,19910,Scotland,Scotland Premier League,2008/2009,8,9925
19910,19911,Scotland,Scotland Premier League,2008/2009,8,9938
19911,19912,Scotland,Scotland Premier League,2008/2009,8,8597
19912,19913,Scotland,Scotland Premier League,2008/2009,8,10251
19913,19914,Scotland,Scotland Premier League,2008/2009,8,9800
19914,19915,Scotland,Scotland Premier League,2008/2009,8,9927
19917,19918,Scotland,Scotland Premier League,2008/2009,9,8597
19918,19919,Scotland,Scotland Premier League,2008/2009,9,9925
19919,19920,Scotland,Scotland Premier League,2008/2009,9,8485
19920,19921,Scotland,Scotland Premier League,2008/2009,9,9800
19921,19922,Scotland,Scotland Premier League,2009/2010,1,8548
19922,19923,Scotland,Scotland Premier League,2009/2010,1,9938
19923,19924,Scotland,Scotland Premier League,2009/2010,1,9925
19924,19925,Scotland,Scotland Premier League,2009/2010,1,8597
19925,19926,Scotland,Scotland Premier League,2009/2010,1,10251
19927,19928,Scotland,Scotland Premier League,2009/2010,10,8548
19928,19929,Scotland,Scotland Premier League,2009/2010,10,8429
19929,19930,Scotland,Scotland Premier League,2009/2010,10,8467
19930,19931,Scotland,Scotland Premier League,2009/2010,10,9927
19931,19932,Scotland,Scotland Premier League,2009/2010,10,10251
19932,19933,Scotland,Scotland Premier League,2009/2010,10,9925
19933,19934,Scotland,Scotland Premier League,2009/2010,11,8548
19934,19935,Scotland,Scotland Premier League,2009/2010,11,9938
19936,19937,Scotland,Scotland Premier League,2009/2010,11,8485
19939,19940,Scotland,Scotland Premier League,2009/2010,12,8548
19940,19941,Scotland,Scotland Premier League,2009/2010,12,9938
19941,19942,Scotland,Scotland Premier League,2009/2010,12,8596
19942,19943,Scotland,Scotland Premier League,2009/2010,12,8467
19946,19947,Scotland,Scotland Premier League,2009/2010,13,9860
19947,19948,Scotland,Scotland Premier League,2009/2010,13,10251
19948,19949,Scotland,Scotland Premier League,2009/2010,13,9925
19949,19950,Scotland,Scotland Premier League,2009/2010,13,8485
19951,19952,Scotland,Scotland Premier League,2009/2010,14,9938
19952,19953,Scotland,Scotland Premier League,2009/2010,14,8548
19953,19954,Scotland,Scotland Premier League,2009/2010,14,10251
19954,19955,Scotland,Scotland Premier League,2009/2010,14,8597
19955,19956,Scotland,Scotland Premier League,2009/2010,14,8429
19956,19957,Scotland,Scotland Premier League,2009/2010,14,9925
19959,19960,Scotland,Scotland Premier League,2009/2010,15,8429
19961,19962,Scotland,Scotland Premier League,2009/2010,15,9925
19962,19963,Scotland,Scotland Premier League,2009/2010,15,8548
19963,19964,Scotland,Scotland Premier League,2009/2010,16,10251
19964,19965,Scotland,Scotland Premier League,2009/2010,16,9938
19965,19966,Scotland,Scotland Premier League,2009/2010,16,9860
19966,19967,Scotland,Scotland Premier League,2009/2010,16,8596
19967,19968,Scotland,Scotland Premier League,2009/2010,16,8548
19968,19969,Scotland,Scotland Premier League,2009/2010,16,8467
19969,19970,Scotland,Scotland Premier League,2009/2010,17,9860
19971,19972,Scotland,Scotland Premier League,2009/2010,17,9800
19972,19973,Scotland,Scotland Premier League,2009/2010,17,9925
19973,19974,Scotland,Scotland Premier League,2009/2010,17,8467
19974,19975,Scotland,Scotland Premier League,2009/2010,17,8548
19975,19976,Scotland,Scotland Premier League,2009/2010,18,8548
19976,19977,Scotland,Scotland Premier League,2009/2010,18,8467
19977,19978,Scotland,Scotland Premier League,2009/2010,18,8597
19978,19979,Scotland,Scotland Premier League,2009/2010,18,9860
19979,19980,Scotland,Scotland Premier League,2009/2010,18,8429
19980,19981,Scotland,Scotland Premier League,2009/2010,18,8596
19981,19982,Scotland,Scotland Premier League,2009/2010,19,8467
19982,19983,Scotland,Scotland Premier League,2009/2010,19,9927
19984,19985,Scotland,Scotland Premier League,2009/2010,19,9800
19986,19987,Scotland,Scotland Premier League,2009/2010,19,8485
19987,19988,Scotland,Scotland Premier League,2009/2010,2,10251
19988,19989,Scotland,Scotland Premier League,2009/2010,2,9925
19990,19991,Scotland,Scotland Premier League,2009/2010,2,8485
19991,19992,Scotland,Scotland Premier League,2009/2010,2,9927
19992,19993,Scotland,Scotland Premier League,2009/2010,2,8548
19993,19994,Scotland,Scotland Premier League,2009/2010,20,9938
19994,19995,Scotland,Scotland Premier League,2009/2010,20,8548
19995,19996,Scotland,Scotland Premier League,2009/2010,20,9860
19996,19997,Scotland,Scotland Premier League,2009/2010,20,9927
19997,19998,Scotland,Scotland Premier League,2009/2010,20,8467
19999,20000,Scotland,Scotland Premier League,2009/2010,21,9925
20001,20002,Scotland,Scotland Premier League,2009/2010,21,8485
20002,20003,Scotland,Scotland Premier League,2009/2010,21,9938
20003,20004,Scotland,Scotland Premier League,2009/2010,21,10251
20004,20005,Scotland,Scotland Premier League,2009/2010,21,9927
20005,20006,Scotland,Scotland Premier League,2009/2010,22,10251
20009,20010,Scotland,Scotland Premier League,2009/2010,22,8548
20010,20011,Scotland,Scotland Premier League,2009/2010,22,8485
20012,20013,Scotland,Scotland Premier League,2009/2010,23,8548
20013,20014,Scotland,Scotland Premier League,2009/2010,23,8467
20014,20015,Scotland,Scotland Premier League,2009/2010,23,10251
20015,20016,Scotland,Scotland Premier League,2009/2010,23,9927
20016,20017,Scotland,Scotland Premier League,2009/2010,23,9925
20017,20018,Scotland,Scotland Premier League,2009/2010,24,8429
20019,20020,Scotland,Scotland Premier League,2009/2010,24,8597
20022,20023,Scotland,Scotland Premier League,2009/2010,24,9925
20024,20025,Scotland,Scotland Premier League,2009/2010,25,9860
20025,20026,Scotland,Scotland Premier League,2009/2010,25,8597
20026,20027,Scotland,Scotland Premier League,2009/2010,25,9938
20027,20028,Scotland,Scotland Premier League,2009/2010,25,8548
20029,20030,Scotland,Scotland Premier League,2009/2010,26,9927
20030,20031,Scotland,Scotland Premier League,2009/2010,26,9925
20031,20032,Scotland,Scotland Premier League,2009/2010,26,8596
20032,20033,Scotland,Scotland Premier League,2009/2010,26,9860
20034,20035,Scotland,Scotland Premier League,2009/2010,26,8467
20035,20036,Scotland,Scotland Premier League,2009/2010,27,9927
20037,20038,Scotland,Scotland Premier League,2009/2010,27,9938
20038,20039,Scotland,Scotland Premier League,2009/2010,27,9860
20040,20041,Scotland,Scotland Premier League,2009/2010,27,8548
20041,20042,Scotland,Scotland Premier League,2009/2010,28,9927
20042,20043,Scotland,Scotland Premier League,2009/2010,28,8548
20044,20045,Scotland,Scotland Premier League,2009/2010,28,10251
20045,20046,Scotland,Scotland Premier League,2009/2010,28,9925
20046,20047,Scotland,Scotland Premier League,2009/2010,28,9938
20048,20049,Scotland,Scotland Premier League,2009/2010,29,9860
20050,20051,Scotland,Scotland Premier League,2009/2010,29,8548
20051,20052,Scotland,Scotland Premier League,2009/2010,29,9925
20053,20054,Scotland,Scotland Premier League,2009/2010,3,9800
20055,20056,Scotland,Scotland Premier League,2009/2010,3,9938
20056,20057,Scotland,Scotland Premier League,2009/2010,3,9925
20057,20058,Scotland,Scotland Premier League,2009/2010,3,8548
20059,20060,Scotland,Scotland Premier League,2009/2010,30,9938
20060,20061,Scotland,Scotland Premier League,2009/2010,30,8429
20061,20062,Scotland,Scotland Premier League,2009/2010,30,9927
20062,20063,Scotland,Scotland Premier League,2009/2010,30,8548
20064,20065,Scotland,Scotland Premier League,2009/2010,30,9800
20065,20066,Scotland,Scotland Premier League,2009/2010,31,8429
20066,20067,Scotland,Scotland Premier League,2009/2010,31,8548
20067,20068,Scotland,Scotland Premier League,2009/2010,31,9925
